StockCode,week,units,revenue,avg_price,n_invoices
79342b,15/02/2010,1,13.57,13.57,1
81950B,30/11/2009,1,0.85,0.85,1
81950B,14/12/2009,10,8.5,0.85,1
81950B,11/01/2010,11,10.16,0.923636364,2
81950B,18/01/2010,12,11.82,0.985,3
81950B,01/02/2010,10,8.5,0.85,1
81950B,01/03/2010,1,0.85,0.85,1
81950B,15/03/2010,1,1.66,1.66,1
81950B,29/03/2010,1,1.66,1.66,1
81950B,12/04/2010,10,8.5,0.85,1
81950B,19/04/2010,4,3.4,0.85,1
81950B,03/05/2010,2,1.7,0.85,1
81950B,10/05/2010,1,1.66,1.66,1
81950B,31/05/2010,1,1.66,1.66,1
81950B,05/07/2010,10,8.5,0.85,1
81950B,02/08/2010,1,1.66,1.66,1
81950B,16/08/2010,1,1.66,1.66,1
81950B,23/08/2010,6,5.1,0.85,1
81950B,30/08/2010,1,1.66,1.66,1
81950B,06/09/2010,1,0.85,0.85,1
81950B,04/10/2010,12,10.2,0.85,2
81950B,25/10/2010,1,0.85,0.85,1
81950B,22/11/2010,2,1.7,0.85,1
81950V,30/11/2009,1,0.85,0.85,1
81950V,19/04/2010,7,5.95,0.85,1
81950V,03/05/2010,2,1.7,0.85,1
81950V,04/10/2010,2,1.7,0.85,1
81952B,11/01/2010,14,15.14,1.081428571,3
81952B,25/01/2010,1,0.85,0.85,1
81952B,15/03/2010,2,2.51,1.255,2
81952B,03/05/2010,2,1.7,0.85,1
81952B,07/06/2010,4,3.4,0.85,1
81952B,05/07/2010,1,1.66,1.66,1
81952B,16/08/2010,10,8.5,0.85,1
81952B,23/08/2010,20,12.8,0.64,1
81952V,30/11/2009,1,1.7,1.7,1
81952V,14/12/2009,10,8.5,0.85,1
81952V,11/01/2010,12,11.82,0.985,2
81952V,18/01/2010,11,10.16,0.923636364,2
81952V,01/02/2010,1,0.85,0.85,1
81952V,08/03/2010,1,1.66,1.66,1
81952V,22/03/2010,1,0.85,0.85,1
81952V,29/03/2010,1,1.66,1.66,1
81952V,24/05/2010,1,1.66,1.66,1
81952V,07/06/2010,4,3.4,0.85,1
81952V,28/06/2010,1,1.66,1.66,1
81952V,19/07/2010,11,10.16,0.923636364,2
81952V,16/08/2010,2,3.32,1.66,2
81952V,23/08/2010,20,12.8,0.64,1
81952V,30/08/2010,10,8.5,0.85,1
81952V,27/09/2010,1,1.66,1.66,1
81952V,25/10/2010,1,1.66,1.66,1
81952V,15/11/2010,10,8.5,0.85,1
81953B,03/05/2010,1,0.85,0.85,1
81953B,07/06/2010,1,0.85,0.85,1
81953B,13/09/2010,1,0.85,0.85,1
81953P,22/02/2010,1,0.85,0.85,1
81953P,03/05/2010,3,2.55,0.85,1
81953P,13/09/2010,1,0.85,0.85,1
81985A,07/12/2009,1,2.55,2.55,1
81985A,11/01/2010,2,5.1,2.55,1
81985A,08/02/2010,6,15.3,2.55,1
81985A,15/02/2010,5,12.75,2.55,1
81985A,17/05/2010,1,2.55,2.55,1
81985A,12/07/2010,2,5.1,2.55,1
81985A,16/08/2010,6,15.3,2.55,1
82001S,30/11/2009,76,263.11,3.461973684,5
82001S,07/12/2009,210,718.38,3.420857143,7
82001S,14/12/2009,162,563.72,3.479753086,8
82001S,04/01/2010,27,92.61,3.43,2
82001S,11/01/2010,27,104.22,3.86,2
82001S,18/01/2010,2,7.5,3.75,1
82001S,01/02/2010,53,181.47,3.423962264,4
82001S,08/02/2010,6,22.5,3.75,2
82001S,22/02/2010,29,100.11,3.452068966,2
82001S,01/03/2010,53,181.47,3.423962264,3
82001S,08/03/2010,41,164.46,4.011219512,4
82001S,22/03/2010,2,7.5,3.75,1
82001S,29/03/2010,52,177.72,3.417692308,3
82001S,26/04/2010,8,30,3.75,2
82001S,03/05/2010,16,60,3.75,2
82001S,10/05/2010,4,15,3.75,1
82001S,24/05/2010,13,48.75,3.75,2
82001S,31/05/2010,12,45,3.75,1
82001S,07/06/2010,39,137.61,3.528461538,3
82001S,14/06/2010,12,45,3.75,1
82001S,21/06/2010,24,81.36,3.39,1
82001S,28/06/2010,4,15,3.75,1
82001S,12/07/2010,52,177.72,3.417692308,4
82001S,19/07/2010,2,7.5,3.75,1
82001S,26/07/2010,14,52.5,3.75,3
82001S,09/08/2010,4,15,3.75,1
82001S,16/08/2010,4,15,3.75,1
82001S,23/08/2010,24,81.36,3.39,1
82001S,30/08/2010,37,133.98,3.621081081,5
82001S,06/09/2010,36,126.36,3.51,2
82001S,13/09/2010,2,7.5,3.75,1
82001S,20/09/2010,13,48.75,3.75,2
82001S,27/09/2010,10,45.24,4.524,3
82001S,04/10/2010,4,15,3.75,1
82001S,11/10/2010,7,26.25,3.75,2
82001S,18/10/2010,1,3.75,3.75,1
82001S,25/10/2010,25,85.11,3.4044,2
82001S,01/11/2010,9,53.1,5.9,3
82001S,08/11/2010,74,251.58,3.39972973,5
82001S,15/11/2010,72,244.08,3.39,2
82001S,22/11/2010,58,247.56,4.268275862,4
82001S,29/11/2010,25,88.98,3.5592,2
82001S,06/12/2010,29,107.85,3.718965517,4
82001s,26/07/2010,2,15.24,7.62,1
82001s,13/09/2010,1,7.62,7.62,1
82011A,01/02/2010,1,7.62,7.62,1
82011A,08/02/2010,1,3.75,3.75,1
82011A,15/03/2010,2,7.5,3.75,1
82011A,22/03/2010,1,3.75,3.75,1
82011A,29/03/2010,1,7.62,7.62,1
82011A,26/04/2010,2,7.5,3.75,1
82011A,24/05/2010,1,7.62,7.62,1
82011A,14/06/2010,3,15.12,5.04,2
82011A,21/06/2010,2,7.5,3.75,1
82011A,28/06/2010,1,7.62,7.62,1
82011A,19/07/2010,17,69.73,4.101764706,4
82011A,02/08/2010,2,7.5,3.75,1
82011A,16/08/2010,2,7.5,3.75,1
82011A,30/08/2010,1,3.75,3.75,1
82011A,13/09/2010,2,7.5,3.75,2
82011A,11/10/2010,1,3.75,3.75,1
82011A,18/10/2010,1,3.75,3.75,1
82011B,30/11/2009,1,3.75,3.75,1
82011B,07/12/2009,1,7.78,7.78,1
82011B,14/12/2009,1,3.75,3.75,1
82011B,25/01/2010,1,7.62,7.62,1
82011B,01/02/2010,1,7.62,7.62,1
82011B,08/02/2010,2,7.5,3.75,2
82011B,01/03/2010,1,7.62,7.62,1
82011B,15/03/2010,2,7.5,3.75,1
82011B,22/03/2010,1,7.62,7.62,1
82011B,19/04/2010,1,7.62,7.62,1
82011B,26/04/2010,3,11.25,3.75,2
82011B,03/05/2010,6,17.7,2.95,1
82011B,17/05/2010,10,29.5,2.95,1
82011B,31/05/2010,1,3.75,3.75,1
82011B,14/06/2010,2,7.5,3.75,1
82011B,05/07/2010,1,7.62,7.62,1
82011B,12/07/2010,2,7.5,3.75,1
82011B,02/08/2010,1,3.75,3.75,1
82011B,30/08/2010,1,3.75,3.75,1
82011B,04/10/2010,1,3.75,3.75,1
82011B,11/10/2010,3,11.25,3.75,2
82011B,25/10/2010,1,3.75,3.75,1
82011B,01/11/2010,2,7.5,3.75,1
82011B,15/11/2010,4,15,3.75,1
82011B,29/11/2010,1,3.75,3.75,1
82011C,07/12/2009,1,7.78,7.78,1
82011C,14/12/2009,1,7.78,7.78,1
82011C,04/01/2010,10,29.5,2.95,1
82011C,11/01/2010,2,15.4,7.7,2
82011C,18/01/2010,1,3.75,3.75,1
82011C,08/02/2010,3,11.25,3.75,2
82011C,22/02/2010,1,7.62,7.62,1
82011C,08/03/2010,1,7.62,7.62,1
82011C,12/04/2010,2,7.5,3.75,1
82011C,26/04/2010,4,18.87,4.7175,3
82011C,03/05/2010,6,17.7,2.95,1
82011C,10/05/2010,1,7.62,7.62,1
82011C,31/05/2010,2,11.37,5.685,2
82011C,07/06/2010,5,34.23,6.846,5
82011C,14/06/2010,2,7.5,3.75,1
82011C,21/06/2010,5,26.49,5.298,4
82011C,28/06/2010,9,68.58,7.62,3
82011C,05/07/2010,4,30.48,7.62,3
82011C,12/07/2010,4,22.74,5.685,4
82011C,19/07/2010,4,30.48,7.62,4
82011C,30/08/2010,1,3.75,3.75,1
82011C,06/09/2010,2,11.37,5.685,2
82011C,11/10/2010,4,15,3.75,2
82011C,18/10/2010,1,3.75,3.75,1
82011C,01/11/2010,1,3.75,3.75,1
82011C,15/11/2010,2,7.5,3.75,1
82011C,29/11/2010,2,7.5,3.75,2
82011C,06/12/2010,1,3.75,3.75,1
82011E,08/02/2010,2,7.5,3.75,2
82494L,30/11/2009,250,699.13,2.79652,37
82494L,07/12/2009,261,712.38,2.729425287,32
82494L,14/12/2009,177,531.87,3.004915254,28
82494L,21/12/2009,29,90.38,3.116551724,5
82494L,04/01/2010,89,252.95,2.842134831,13
82494L,11/01/2010,251,668.35,2.662749004,31
82494L,18/01/2010,150,437.18,2.914533333,20
82494L,25/01/2010,179,518.19,2.894916201,23
82494L,01/02/2010,114,321.77,2.82254386,17
82494L,08/02/2010,72,268.44,3.728333333,14
82494L,15/02/2010,186,519.9,2.79516129,21
82494L,22/02/2010,226,630.57,2.790132743,24
82494L,01/03/2010,241,658.15,2.730912863,28
82494L,08/03/2010,110,314.64,2.860363636,15
82494L,15/03/2010,3,22.86,7.62,1
82494L,05/04/2010,25,73.75,2.95,4
82494L,12/04/2010,428,1137.8,2.658411215,30
82494L,19/04/2010,301,839.43,2.788803987,43
82494L,26/04/2010,56,174.54,3.116785714,12
82494L,03/05/2010,137,389.62,2.843941606,19
82494L,10/05/2010,183,510.79,2.791202186,19
82494L,17/05/2010,146,420.84,2.882465753,19
82494L,24/05/2010,90,254.16,2.824,14
82494L,31/05/2010,96,322.75,3.361979167,21
82494L,07/06/2010,261,778.51,2.982796935,29
82494L,14/06/2010,138,392.31,2.842826087,17
82494L,21/06/2010,101,292.5,2.896039604,15
82494L,28/06/2010,126,374.78,2.974444444,22
82494L,05/07/2010,270,731.7,2.71,36
82494L,12/07/2010,153,422.29,2.760065359,15
82494L,19/07/2010,102,312.51,3.063823529,21
82494L,26/07/2010,127,364.79,2.872362205,23
82494L,02/08/2010,123,362.59,2.947886179,19
82494L,09/08/2010,124,369.82,2.982419355,16
82494L,16/08/2010,305,813.35,2.666721311,20
82494L,23/08/2010,166,465.57,2.804638554,21
82494L,30/08/2010,156,435.81,2.793653846,14
82494L,06/09/2010,178,496.3,2.788202247,20
82494L,13/09/2010,169,484.02,2.864023669,22
82494L,20/09/2010,302,818.64,2.710728477,38
82494L,27/09/2010,198,545.7,2.756060606,20
82494L,04/10/2010,199,577.19,2.900452261,28
82494L,11/10/2010,167,478.12,2.862994012,24
82494L,18/10/2010,200,556.27,2.78135,21
82494L,25/10/2010,208,580,2.788461538,26
82494L,01/11/2010,145,436.83,3.01262069,19
82494L,08/11/2010,144,410.01,2.847291667,20
82494L,15/11/2010,240,659.87,2.749458333,20
82494L,22/11/2010,416,1149.75,2.763822115,37
82494L,29/11/2010,240,660,2.75,38
82494L,06/12/2010,138,416.44,3.017681159,22
82494l,03/05/2010,4,30.48,7.62,2
82494l,24/05/2010,7,53.34,7.62,4
82494l,31/05/2010,2,15.24,7.62,1
82494l,07/06/2010,1,7.62,7.62,1
82494l,21/06/2010,11,83.82,7.62,6
82494l,09/08/2010,24,203.28,8.47,2
82494l,18/10/2010,5,42.35,8.47,1
82494l,25/10/2010,3,25.41,8.47,1
82494l,08/11/2010,18,152.46,8.47,2
82494l,15/11/2010,12,101.64,8.47,2
82494l,22/11/2010,13,110.11,8.47,2
82494l,29/11/2010,30,254.1,8.47,2
82494l,06/12/2010,30,254.1,8.47,1
82545A,11/01/2010,3,3.75,1.25,1
82545A,22/03/2010,5,6.25,1.25,2
82545A,12/04/2010,1,1.25,1.25,1
82545A,19/04/2010,6,7.5,1.25,1
82545A,17/05/2010,2,2.5,1.25,1
82545A,07/06/2010,1,1.25,1.25,1
82545A,23/08/2010,3,3.75,1.25,1
82545A,11/10/2010,3,3.75,1.25,1
82545A,18/10/2010,7,8.75,1.25,2
82607A,30/11/2009,25,32.57,1.3028,5
82607A,14/12/2009,9,15.21,1.69,4
82607A,11/01/2010,9,21.63,2.403333333,5
82607A,18/01/2010,30,45.06,1.502,12
82607A,25/01/2010,17,21.25,1.25,5
82607A,01/02/2010,81,95.91,1.184074074,9
82607A,08/02/2010,4,8.78,2.195,3
82607A,15/02/2010,13,18.77,1.443846154,4
82607A,22/02/2010,12,18.78,1.565,5
82607A,01/03/2010,12,20.04,1.67,5
82607A,08/03/2010,59,70.93,1.20220339,4
82607A,15/03/2010,16,25.04,1.565,6
82607A,22/03/2010,22,32.54,1.479090909,6
82607A,29/03/2010,16,25.04,1.565,3
82607A,05/04/2010,15,22.53,1.502,3
82607A,12/04/2010,11,13.75,1.25,4
82607A,19/04/2010,23,37.57,1.633478261,8
82607A,26/04/2010,29,42.55,1.467241379,7
82607A,03/05/2010,16,23.78,1.48625,6
82607A,10/05/2010,5,7.51,1.502,2
82607A,17/05/2010,13,17.51,1.346923077,2
82607A,24/05/2010,3,7.53,2.51,2
82607A,31/05/2010,14,21.28,1.52,6
82607A,07/06/2010,2,2.5,1.25,1
82607A,14/06/2010,20,27.52,1.376,4
82607A,21/06/2010,1,2.51,2.51,1
82607A,28/06/2010,21,27.51,1.31,4
82607A,05/07/2010,4,10.04,2.51,2
82607A,12/07/2010,6,7.5,1.25,1
82607A,19/07/2010,12,15,1.25,2
82607A,26/07/2010,6,7.5,1.25,1
82607A,02/08/2010,10,13.76,1.376,4
82607A,09/08/2010,18,28.8,1.6,6
82607A,16/08/2010,4,7.52,1.88,3
82607A,30/08/2010,7,10.01,1.43,2
82607A,06/09/2010,12,15,1.25,2
82607A,13/09/2010,16,20,1.25,2
82607A,20/09/2010,6,7.5,1.25,1
82607A,27/09/2010,19,25.01,1.316315789,3
82607A,04/10/2010,15,20.01,1.334,3
82607A,11/10/2010,37,39.22,1.06,1
82607C,30/11/2009,7,10.07,1.438571429,2
82607C,07/12/2009,2,5.14,2.57,1
82607C,14/12/2009,13,17.57,1.351538462,3
82607C,11/01/2010,7,12.65,1.807142857,5
82607C,18/01/2010,18,26.28,1.46,6
82607C,25/01/2010,16,22.52,1.4075,5
82607C,01/02/2010,33,45.03,1.364545455,7
82607C,08/02/2010,1,1.25,1.25,1
82607C,15/02/2010,2,5.02,2.51,2
82607C,22/02/2010,3,5.01,1.67,2
82607C,01/03/2010,7,10.01,1.43,4
82607C,08/03/2010,6,15.06,2.51,5
82607E,30/11/2009,6,7.5,1.25,1
82607E,14/12/2009,6,7.5,1.25,1
82607E,11/01/2010,1,1.25,1.25,1
82607E,18/01/2010,11,13.75,1.25,2
82607E,25/01/2010,2,2.5,1.25,2
82607E,01/02/2010,38,47.5,1.25,7
82607E,08/02/2010,1,1.25,1.25,1
82607E,22/02/2010,7,8.75,1.25,2
82607E,01/03/2010,8,10,1.25,2
82607E,08/03/2010,6,7.5,1.25,1
82607E,17/05/2010,6,7.5,1.25,1
82607E,07/06/2010,3,3.75,1.25,2
82607E,28/06/2010,4,5,1.25,1
82607E,25/10/2010,2,2.5,1.25,1
82613A,30/11/2009,5,7.57,1.514,3
82613A,07/12/2009,21,28.89,1.375714286,5
82613A,14/12/2009,12,26.88,2.24,8
82613A,21/12/2009,4,8.96,2.24,2
82613A,11/01/2010,19,26.33,1.385789474,5
82613A,18/01/2010,2,5.02,2.51,2
82613A,25/01/2010,2,2.5,1.25,1
82613A,01/02/2010,25,33.77,1.3508,6
82613A,08/02/2010,29,37.51,1.293448276,3
82613A,15/02/2010,1,1.25,1.25,1
82613A,22/02/2010,10,12.5,1.25,2
82613A,01/03/2010,55,70.01,1.272909091,7
82613A,08/03/2010,13,22.55,1.734615385,3
82613A,15/03/2010,12,15,1.25,2
82613A,22/03/2010,17,22.51,1.324117647,3
82613A,29/03/2010,5,8.77,1.754,3
82613A,12/04/2010,8,10,1.25,1
82613A,19/04/2010,22,32.54,1.479090909,6
82613A,26/04/2010,2,2.5,1.25,1
82613A,03/05/2010,38,50.02,1.316315789,7
82613A,10/05/2010,5,6.25,1.25,2
82613A,17/05/2010,8,10,1.25,1
82613A,31/05/2010,67,85.01,1.26880597,3
82613A,07/06/2010,23,28.75,1.25,2
82613A,21/06/2010,2,2.5,1.25,1
82613A,28/06/2010,4,5,1.25,2
82613A,05/07/2010,2,2.5,1.25,1
82613A,12/07/2010,24,30,1.25,2
82613A,16/08/2010,2,2.5,1.25,1
82613A,06/09/2010,2,2.5,1.25,1
82613A,20/09/2010,6,7.5,1.25,1
82613A,27/09/2010,2,2.5,1.25,1
82613A,18/10/2010,1,1.25,1.25,1
82613A,25/10/2010,2,2.5,1.25,2
82613A,08/11/2010,1,1.25,1.25,1
82613A,15/11/2010,5,6.25,1.25,3
82613A,22/11/2010,2,2.5,1.25,1
82613A,29/11/2010,1,1.25,1.25,1
82613B,30/11/2009,3,6.39,2.13,3
82613B,07/12/2009,6,10.14,1.69,4
82613B,14/12/2009,9,23.13,2.57,5
82613B,21/12/2009,1,2.57,2.57,1
82613B,11/01/2010,1,2.51,2.51,1
82613B,18/01/2010,2,5.02,2.51,1
82613B,25/01/2010,5,10.03,2.006,4
82613B,01/02/2010,15,21.27,1.418,3
82613B,08/02/2010,8,10,1.25,1
82613B,15/02/2010,1,2.51,2.51,1
82613B,22/02/2010,10,12.5,1.25,2
82613B,01/03/2010,20,28.78,1.439,6
82613B,08/03/2010,2,5.02,2.51,2
82613B,15/03/2010,9,15.03,1.67,5
82613B,22/03/2010,17,22.51,1.324117647,3
82613B,29/03/2010,1,2.51,2.51,1
82613B,12/04/2010,8,10,1.25,1
82613B,19/04/2010,6,15.06,2.51,4
82613B,26/04/2010,8,10,1.25,1
82613B,03/05/2010,26,33.76,1.298461538,4
82613B,10/05/2010,6,7.5,1.25,2
82613B,24/05/2010,8,10,1.25,1
82613B,31/05/2010,4,10.04,2.51,3
82613B,07/06/2010,12,16.26,1.355,3
82613B,14/06/2010,1,1.25,1.25,1
82613B,21/06/2010,5,8.77,1.754,3
82613B,28/06/2010,6,10.02,1.67,4
82613B,05/07/2010,1,2.51,2.51,1
82613B,12/07/2010,25,32.51,1.3004,3
82613B,19/07/2010,9,12.51,1.39,2
82613B,02/08/2010,17,22.51,1.324117647,2
82613B,09/08/2010,1,2.51,2.51,1
82613B,16/08/2010,9,13.77,1.53,4
82613B,30/08/2010,8,10,1.25,1
82613B,06/09/2010,4,7.52,1.88,3
82613B,20/09/2010,1,2.51,2.51,1
82613B,27/09/2010,5,10.03,2.006,3
82613B,04/10/2010,8,10,1.25,1
82613B,18/10/2010,3,6.27,2.09,3
82613B,25/10/2010,3,5.01,1.67,3
82613B,01/11/2010,1,2.51,2.51,1
82613B,08/11/2010,2,2.5,1.25,2
82613B,15/11/2010,8,13.78,1.7225,5
82613B,22/11/2010,6,12.54,2.09,4
82613B,29/11/2010,5,10.03,2.006,5
82613B,06/12/2010,5,12.55,2.51,5
82613C,30/11/2009,3,6.39,2.13,3
82613C,07/12/2009,7,12.71,1.815714286,5
82613C,14/12/2009,21,32.85,1.564285714,7
82613C,21/12/2009,4,10.28,2.57,2
82613C,11/01/2010,12,20.16,1.68,5
82613C,18/01/2010,1,2.51,2.51,1
82613C,25/01/2010,3,5.01,1.67,2
82613C,01/02/2010,4,8.78,2.195,4
82613C,08/02/2010,8,10,1.25,1
82613C,15/02/2010,3,6.27,2.09,2
82613C,01/03/2010,9,12.51,1.39,2
82613C,08/03/2010,1,2.51,2.51,1
82613C,15/03/2010,6,8.76,1.46,3
82613C,22/03/2010,9,12.51,1.39,2
82613C,29/03/2010,4,7.52,1.88,3
82613C,12/04/2010,8,10,1.25,1
82613C,19/04/2010,13,22.55,1.734615385,4
82613C,26/04/2010,3,5.01,1.67,2
82613C,03/05/2010,25,32.51,1.3004,3
82613C,10/05/2010,3,3.75,1.25,1
82613C,31/05/2010,7,10.01,1.43,2
82613C,07/06/2010,9,12.51,1.39,2
82613C,21/06/2010,2,5.02,2.51,2
82613C,28/06/2010,5,8.77,1.754,3
82613C,02/08/2010,10,15.02,1.502,2
82613C,09/08/2010,2,5.02,2.51,2
82613C,16/08/2010,9,12.51,1.39,2
82613C,30/08/2010,1,2.51,2.51,1
82613C,06/09/2010,2,2.5,1.25,1
82613C,13/09/2010,1,2.51,2.51,1
82613C,27/09/2010,10,15.02,1.502,2
82613C,04/10/2010,8,10,1.25,1
82613C,11/10/2010,2,5.02,2.51,2
82613C,18/10/2010,2,5.02,2.51,2
82613C,25/10/2010,1,1.25,1.25,1
82613C,01/11/2010,1,2.51,2.51,1
82613C,08/11/2010,1,1.25,1.25,1
82613C,15/11/2010,5,10.03,2.006,3
82613C,22/11/2010,5,10.03,2.006,4
82613C,29/11/2010,5,12.55,2.51,4
82613C,06/12/2010,3,7.53,2.51,3
82613D,30/11/2009,8,13.96,1.745,5
82613D,07/12/2009,29,45.49,1.56862069,9
82613D,14/12/2009,21,40.77,1.941428571,10
82613D,21/12/2009,3,7.71,2.57,1
82613D,04/01/2010,8,10,1.25,1
82613D,11/01/2010,20,30.16,1.508,6
82613D,18/01/2010,3,7.53,2.51,3
82613D,25/01/2010,2,2.5,1.25,1
82613D,01/02/2010,24,33.78,1.4075,5
82613D,08/02/2010,10,15.02,1.502,3
82613D,15/02/2010,1,1.25,1.25,1
82613D,22/02/2010,11,15.01,1.364545455,3
82613D,01/03/2010,23,31.27,1.359565217,6
82613D,08/03/2010,20,30.04,1.502,4
82613D,15/03/2010,4,6.26,1.565,2
82613D,22/03/2010,18,25.02,1.39,4
82613D,29/03/2010,3,5.01,1.67,2
82613D,12/04/2010,10,12.5,1.25,2
82613D,19/04/2010,27,45.09,1.67,10
82613D,26/04/2010,3,5.01,1.67,2
82613D,03/05/2010,33,47.55,1.440909091,6
82613D,10/05/2010,6,7.5,1.25,2
82613D,17/05/2010,1,2.51,2.51,1
82613D,24/05/2010,9,12.51,1.39,2
82613D,31/05/2010,10,17.54,1.754,4
82613D,07/06/2010,13,17.51,1.346923077,4
82613D,14/06/2010,2,3.76,1.88,2
82613D,21/06/2010,3,5.01,1.67,2
82613D,28/06/2010,7,10.01,1.43,4
82613D,05/07/2010,10,12.5,1.25,2
82613D,12/07/2010,2,5.02,2.51,1
82613D,19/07/2010,17,22.51,1.324117647,3
82613D,26/07/2010,1,2.51,2.51,1
82613D,02/08/2010,10,15.02,1.502,2
82613D,09/08/2010,3,7.53,2.51,3
82613D,16/08/2010,14,18.76,1.34,3
82613D,30/08/2010,9,12.51,1.39,2
82613D,06/09/2010,8,10,1.25,1
82613D,13/09/2010,1,2.51,2.51,1
82613D,27/09/2010,10,16.28,1.628,4
82613D,04/10/2010,9,12.51,1.39,2
82613D,11/10/2010,3,7.53,2.51,3
82613D,18/10/2010,4,8.78,2.195,4
82613D,25/10/2010,4,7.52,1.88,3
82613D,01/11/2010,11,17.53,1.593636364,4
82613D,08/11/2010,2,2.5,1.25,2
82613D,15/11/2010,6,11.28,1.88,5
82613D,22/11/2010,13,20.03,1.540769231,4
82613D,29/11/2010,26,38.8,1.492307692,5
82613D,06/12/2010,6,15.06,2.51,5
82613a,01/02/2010,1,2.51,2.51,1
82613a,16/08/2010,1,2.51,2.51,1
82613b,01/02/2010,1,2.51,2.51,1
82613b,24/05/2010,1,2.51,2.51,1
82613b,07/06/2010,2,5.02,2.51,1
82613b,02/08/2010,3,7.53,2.51,1
82613b,16/08/2010,1,2.51,2.51,1
82613b,30/08/2010,1,2.51,2.51,1
82613b,27/09/2010,1,2.51,2.51,1
82613c,01/02/2010,1,2.51,2.51,1
82613c,29/03/2010,2,5.02,2.51,2
82613c,03/05/2010,1,2.51,2.51,1
82613c,24/05/2010,1,2.51,2.51,1
82613c,21/06/2010,1,2.51,2.51,1
82613c,05/07/2010,1,2.51,2.51,1
82613c,16/08/2010,1,2.51,2.51,1
82616A,30/11/2009,72,130.8,1.816666667,7
82616A,07/12/2009,38,74.39,1.957631579,6
82616A,14/12/2009,13,47.62,3.663076923,5
82616A,21/12/2009,1,6.04,6.04,1
82616A,11/01/2010,4,11.8,2.95,1
82616A,18/01/2010,1,5.91,5.91,1
82616A,25/01/2010,1,2.95,2.95,1
82616A,01/02/2010,1,2.95,2.95,1
82616A,15/02/2010,1,2.95,2.95,1
82616A,22/02/2010,6,17.7,2.95,1
82616A,01/03/2010,1,2.95,2.95,1
82616A,08/03/2010,13,38.35,2.95,3
82616A,15/03/2010,6,17.7,2.95,1
82616A,22/03/2010,3,8.85,2.95,2
82616A,26/04/2010,24,30,1.25,1
82616A,17/05/2010,6,17.7,2.95,1
82616A,07/06/2010,30,47.7,1.59,2
82616A,12/07/2010,2,5.9,2.95,1
82616A,19/07/2010,51,68.85,1.35,3
82616A,26/07/2010,3,8.85,2.95,3
82616A,02/08/2010,6,17.7,2.95,3
82616A,09/08/2010,1,2.95,2.95,1
82616A,16/08/2010,24,30,1.25,1
82616A,23/08/2010,2,5.9,2.95,1
82616A,06/09/2010,5,14.75,2.95,2
82616A,25/10/2010,1,2.95,2.95,1
82616B,30/11/2009,15,43.11,2.874,5
82616B,07/12/2009,7,18.75,2.678571429,3
82616B,14/12/2009,7,18.37,2.624285714,4
82616B,21/12/2009,2,5.9,2.95,1
82616B,04/01/2010,24,30,1.25,1
82616B,11/01/2010,1,2.51,2.51,1
82616B,18/01/2010,3,7.53,2.51,2
82616B,25/01/2010,3,7.53,2.51,2
82616B,01/02/2010,1,2.95,2.95,1
82616B,15/02/2010,2,5.02,2.51,1
82616B,22/02/2010,2,5.02,2.51,2
82616B,08/03/2010,2,5.02,2.51,1
82616B,22/03/2010,1,2.51,2.51,1
82616B,05/04/2010,3,7.53,2.51,2
82616B,26/04/2010,1,2.51,2.51,1
82616B,07/06/2010,1,2.95,2.95,1
82616B,09/08/2010,3,7.97,2.656666667,2
82616B,23/08/2010,2,5.9,2.95,1
82616B,06/09/2010,6,17.7,2.95,1
82616B,13/09/2010,1,2.51,2.51,1
82616B,20/09/2010,72,90,1.25,1
82616B,27/09/2010,1,2.95,2.95,1
82616B,04/10/2010,13,38.35,2.95,2
82616B,11/10/2010,6,17.7,2.95,1
82616B,18/10/2010,28,41.36,1.477142857,4
82616B,01/11/2010,24,30,1.25,1
82616B,08/11/2010,5,14.31,2.862,4
82616B,22/11/2010,28,41.8,1.492857143,5
82616B,29/11/2010,3,8.85,2.95,2
82616B,06/12/2010,3,7.97,2.656666667,3
82616C,30/11/2009,42,80.82,1.924285714,8
82616C,07/12/2009,6,15.42,2.57,4
82616C,14/12/2009,12,30.84,2.57,5
82616C,21/12/2009,1,2.57,2.57,1
82616C,11/01/2010,1,2.51,2.51,1
82616C,18/01/2010,1,2.51,2.51,1
82616C,25/01/2010,5,13.43,2.686,3
82616C,01/02/2010,1,2.95,2.95,1
82616C,15/02/2010,1,2.51,2.51,1
82616C,22/02/2010,2,5.02,2.51,2
82616C,01/03/2010,1,2.51,2.51,1
82616C,08/03/2010,6,17.7,2.95,1
82616C,15/03/2010,1,2.51,2.51,1
82616C,05/04/2010,2,5.02,2.51,1
82616C,19/04/2010,1,2.51,2.51,1
82616C,07/06/2010,1,2.95,2.95,1
82616C,26/07/2010,1,2.95,2.95,1
82616C,09/08/2010,26,35.02,1.346923077,2
82616C,16/08/2010,1,2.95,2.95,1
82616C,23/08/2010,2,5.9,2.95,1
82616C,30/08/2010,1,2.51,2.51,1
82616C,13/09/2010,7,20.21,2.887142857,2
82616C,20/09/2010,120,150,1.25,1
82616C,11/10/2010,7,20.65,2.95,2
82616C,18/10/2010,49,62.95,1.284693878,2
82616C,25/10/2010,3,8.85,2.95,2
82616C,08/11/2010,4,11.36,2.84,4
82616C,15/11/2010,2,5.02,2.51,2
82616C,22/11/2010,1,2.95,2.95,1
82616C,29/11/2010,6,16.38,2.73,6
82616C,06/12/2010,2,5.02,2.51,1
